Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Metal Category,Carci0gen,Unit of Measure,Total Releases
326140,ZINC COMPOUNDS,0,1,1,0,Pounds,0
326299,DI(2-ETHYLHEXYL) PHTHALATE,1,0,0,1,Pounds,0
327212,BARIUM COMPOUNDS,0,1,3,0,Pounds,624
332811,TRICHLOROETHYLENE,1,0,0,1,Pounds,1189
331421,COPPER COMPOUNDS,0,1,1,0,Pounds,4599
311211,CHLORINE,1,0,0,0,Pounds,0
327999,NITRIC ACID,0,0,0,0,Pounds,22
339112,TERT-BUTYL ALCOHOL,0,0,0,0,Pounds,563
221112,HYDROGEN FLUORIDE,1,0,0,0,Pounds,6371
332431,N-BUTYL ALCOHOL,0,0,0,0,Pounds,70499
333618,MANGANESE,1,1,1,0,Pounds,0
424690,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424690,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
424690,ETHYLBENZENE,1,0,0,0,Pounds,0
424690,TRICHLOROETHYLENE,1,0,0,1,Pounds,0
424690,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
325998,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
INVALD,ETHYLBENZENE,1,0,0,0,Pounds,0
INVALD,CUMENE,1,0,0,0,Pounds,0
INVALD,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
INVALD,TETRACHLOROETHYLENE,1,0,0,1,Pounds,0
INVALD,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
INVALD,TOLUENE,1,0,0,0,Pounds,0
INVALD,N-HEXANE,1,0,0,0,Pounds,0
INVALD,METHANOL,1,0,0,0,Pounds,0
INVALD,ZINC (FUME OR DUST),0,1,4,0,Pounds,0
INVALD,"1,1,1-TRICHLOROETHANE",1,0,0,0,Pounds,0
INVALD,AMMONIA,0,0,0,0,Pounds,0
INVALD,FORMALDEHYDE,1,0,0,1,Pounds,0
INVALD,ACETALDEHYDE,1,0,0,1,Pounds,0
332813,NICKEL,1,1,1,1,Pounds,400
311999,POTASSIUM BROMATE,0,1,2,1,Pounds,250
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.02
325520,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,100
334418,LEAD,1,1,1,1,Pounds,0.5
322121,CATECHOL,1,0,0,0,Pounds,0
322121,CHLORINE DIOXIDE,0,0,0,0,Pounds,568
322121,PHE0L,1,0,0,0,Pounds,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,47.64
325992,CYCLOHEXANE,0,0,0,0,Pounds,3131
325992,FORMIC ACID,0,0,0,0,Pounds,221
325992,METHANOL,1,0,0,0,Pounds,175772
325992,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,281653
INVALD,ACRYLONITRILE,1,0,0,1,Pounds,0
325611,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
331316,ETHYLBENZENE,1,0,0,0,Pounds,820
331316,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,6533
325211,FORMALDEHYDE,1,0,0,1,Pounds,3859
325211,M-CRESOL,1,0,0,0,Pounds,15
325211,O-CRESOL,1,0,0,0,Pounds,298
325211,P-CRESOL,1,0,0,0,Pounds,15
325992,DICHLOROMETHANE,1,0,0,1,Pounds,1934
325412,METHANOL,1,0,0,0,Pounds,42.53
334412,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,8793
334412,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,2248
336399,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,14821
334419,LEAD,1,1,1,1,Pounds,0.08
336312,LEAD,1,1,1,1,Pounds,6
332116,ZINC COMPOUNDS,0,1,1,0,Pounds,2151
311119,COPPER COMPOUNDS,0,1,1,0,Pounds,0
311119,MANGANESE COMPOUNDS,1,1,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,1,0,Pounds,0
325199,METHANOL,1,0,0,0,Pounds,6300
339991,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
339991,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
321114,COPPER COMPOUNDS,0,1,1,0,Pounds,0
337127,LEAD,1,1,1,1,Pounds,0.1
323111,TOLUENE,1,0,0,0,Pounds,45371
424710,ETHYLBENZENE,1,0,0,0,Pounds,500
325199,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,0
325199,PHOSGENE,1,0,0,0,Pounds,0
325199,PHTHALIC ANHYDRIDE,1,0,0,0,Pounds,0
325199,ETHYLENE GLYCOL,1,0,0,0,Pounds,265
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
562112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,0,Pounds,38
311513,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.0003
332312,MANGANESE,1,1,1,0,Pounds,0
331511,ARSENIC COMPOUNDS,1,1,1,0,Pounds,9.99
331511,COPPER COMPOUNDS,0,1,1,0,Pounds,37803
331511,DIISOCYANATES,1,0,0,0,Pounds,0
331511,NICKEL COMPOUNDS,1,1,1,0,Pounds,23601.2
334220,LEAD,1,1,1,1,Pounds,5.3942
334417,COPPER,0,1,1,0,Pounds,4855
334417,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,6900
334413,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
334413,HYDROGEN FLUORIDE,1,0,0,0,Pounds,1900
326199,DIISOCYANATES,1,0,0,0,Pounds,0
327999,LEAD,1,1,1,1,Pounds,0
212231,CADMIUM COMPOUNDS,1,1,1,0,Pounds,21
212231,ZINC COMPOUNDS,0,1,1,0,Pounds,988
221112,AMMONIA,0,0,0,0,Pounds,23545
325188,AMMONIA,0,0,0,0,Pounds,1360
325612,NITRIC ACID,0,0,0,0,Pounds,10
331512,CHROMIUM,1,1,1,1,Pounds,773
424690,NITRIC ACID,0,0,0,0,Pounds,0
325199,CUMENE HYDROPEROXIDE,0,0,0,0,Pounds,100
332813,NITRIC ACID,0,0,0,0,Pounds,0
334111,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
336350,SODIUM NITRITE,0,1,2,0,Pounds,0
327993,AMMONIA,0,0,0,0,Pounds,99139
326299,2-MERCAPTOBENZOTHIAZOLE,0,0,0,0,Pounds,0
326299,ZINC COMPOUNDS,0,1,1,0,Pounds,0
335931,COPPER,0,1,1,0,Pounds,0
311513,NITRIC ACID,0,0,0,0,Pounds,0
333911,COPPER,0,1,1,0,Pounds,37
327992,"N,N-DIMETHYLFORMAMIDE",1,0,0,1,Pounds,6.93
327992,NICKEL,1,1,1,1,Pounds,10.97
327992,TETRACHLOROETHYLENE,1,0,0,1,Pounds,10.71
334413,COPPER,0,1,1,0,Pounds,1.5
424690,NITRIC ACID,0,0,0,0,Pounds,0
331111,NICKEL,1,1,1,1,Pounds,544
332710,NITRIC ACID,0,0,0,0,Pounds,255
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,6331
332410,LEAD,1,1,1,1,Pounds,0.396
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,818
424710,BENZENE,1,0,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
322121,MANGANESE COMPOUNDS,1,1,1,0,Pounds,86250
334419,LEAD,1,1,1,1,Pounds,0
324191,2-PHENYLPHE0L,0,0,0,0,Pounds,0
324191,ZINC COMPOUNDS,0,1,1,0,Pounds,0
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.3
323119,LEAD,1,1,1,1,Pounds,2.83
325211,CRESOL (MIXED ISOMERS),1,0,0,0,Pounds,4950
221112,HYDROGEN FLUORIDE,1,0,0,0,Pounds,38666
221112,VANADIUM COMPOUNDS,0,1,1,0,Pounds,19964
334310,LEAD,1,1,1,1,Pounds,1.6
325998,"4,4'-ISOPROPYLIDENEDIPHE0L",0,0,0,0,Pounds,188185
336413,LEAD,1,1,1,1,Pounds,6
325412,MANGANESE COMPOUNDS,1,1,1,0,Pounds,1738.1
325412,NAPHTHALENE,1,0,0,0,Pounds,0
325412,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
327910,FORMALDEHYDE,1,0,0,1,Pounds,0
327910,PHE0L,1,0,0,0,Pounds,0
327310,MERCURY COMPOUNDS,1,1,1,0,Pounds,8.805
325193,ACETALDEHYDE,1,0,0,1,Pounds,19244.82
337211,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,11980
332813,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
221112,COPPER COMPOUNDS,0,1,1,0,Pounds,17951
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,1000000
221112,MANGANESE COMPOUNDS,1,1,1,0,Pounds,47560
331111,NICKEL COMPOUNDS,1,1,1,0,Pounds,36.516
325193,CUMENE,1,0,0,0,Pounds,0
325193,METHANOL,1,0,0,0,Pounds,0
325193,N-HEXANE,1,0,0,0,Pounds,0
325193,TOLUENE,1,0,0,0,Pounds,0
325193,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
325193,AMMONIA,0,0,0,0,Pounds,0
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,98.9
221112,ZINC COMPOUNDS,0,1,1,0,Pounds,55016
332813,NITRIC ACID,0,0,0,0,Pounds,1500
336391,DIISOCYANATES,1,0,0,0,Pounds,0
311111,MANGANESE COMPOUNDS,1,1,1,0,Pounds,0
331421,COPPER,0,1,1,0,Pounds,4481
331421,COPPER,0,1,1,0,Pounds,3444
311111,ZINC COMPOUNDS,0,1,1,0,Pounds,0
311111,PROPYLENE,0,0,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
326211,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,2.4
326211,ZINC COMPOUNDS,0,1,1,0,Pounds,16485
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.06
325132,P-PHENYLENEDIAMINE,1,0,0,0,Pounds,0
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,413.23
325992,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
325992,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
331314,AMMONIA,0,0,0,0,Pounds,77020
331314,COPPER,0,1,1,0,Pounds,13893.1
331314,LEAD,1,1,1,1,Pounds,1242.44
332431,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,3970
331492,AMMONIA,0,0,0,0,Pounds,20467
331492,COPPER,0,1,1,0,Pounds,0
331492,NICKEL,1,1,1,1,Pounds,0
331492,SILVER,0,1,1,0,Pounds,0
336370,LEAD,1,1,1,1,Pounds,0.6
424710,LEAD,1,1,1,1,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,17
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,130
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,1155.21
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,637.01
562920,LEAD,1,1,1,1,Pounds,11.1
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,194
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,4499
325199,PHE0L,1,0,0,0,Pounds,2747
334511,LEAD,1,1,1,1,Pounds,0.63
331492,ALUMINUM (FUME OR DUST),0,1,4,0,Pounds,14
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,169.11
424690,AMMONIA,0,0,0,0,Pounds,0
424690,FORMALDEHYDE,1,0,0,1,Pounds,0
325520,TOLUENE,1,0,0,0,Pounds,250
311119,ZINC COMPOUNDS,0,1,1,0,Pounds,0
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.639
221112,VANADIUM COMPOUNDS,0,1,1,0,Pounds,30705
424690,NITRIC ACID,0,0,0,0,Pounds,0
333924,PROPYLENE,0,0,0,0,Pounds,0
327320,LEAD,1,1,1,1,Pounds,0.2011
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.295
325188,DIETHANOLAMINE,1,0,0,0,Pounds,0
325188,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,10564
327992,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,7.45
327992,2-METHOXYETHANOL,0,0,0,0,Pounds,2.4
327992,CUMENE,1,0,0,0,Pounds,15.38
327992,M-CRESOL,1,0,0,0,Pounds,20.59
332812,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,2274
221112,BARIUM COMPOUNDS,0,1,3,0,Pounds,430080
331511,LEAD,1,1,1,1,Pounds,99.4
331312,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,1.08002
334513,LEAD,1,1,1,1,Pounds,13.8
221112,BARIUM COMPOUNDS,0,1,3,0,Pounds,12086
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,26.8
332410,TRICHLOROETHYLENE,1,0,0,1,Pounds,4697
325992,LEAD COMPOUNDS,1,1,1,0,Pounds,8706.2
325211,BENZENE,1,0,0,1,Pounds,1490
325211,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.249
325211,"N,N-DIMETHYLFORMAMIDE",1,0,0,1,Pounds,250
325211,TERT-BUTYL ALCOHOL,0,0,0,0,Pounds,250
311513,AMMONIA,0,0,0,0,Pounds,500
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,169.6
325520,DECABROMODIPHENYL OXIDE,0,0,0,0,Pounds,0
325520,DIISOCYANATES,1,0,0,0,Pounds,2773.5
325188,CHLORINE,1,0,0,0,Pounds,14208
332999,COPPER,0,1,1,0,Pounds,4681.51
922140,LEAD,1,1,1,1,Pounds,478.68
424710,NAPHTHALENE,1,0,0,0,Pounds,103.65
325199,PROPARGYL ALCOHOL,0,0,0,0,Pounds,51
332313,COPPER,0,1,1,0,Pounds,0
327999,LEAD COMPOUNDS,1,1,1,0,Pounds,0
332211,CHROMIUM,1,1,1,1,Pounds,18300
334411,COPPER,0,1,1,0,Pounds,41.8
325188,AMMONIA,0,0,0,0,Pounds,0
325188,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
327999,NITRIC ACID,0,0,0,0,Pounds,8300
327113,BARIUM,0,1,3,0,Pounds,0
327113,COPPER,0,1,1,0,Pounds,0
327113,LEAD,1,1,1,1,Pounds,0
327113,MANGANESE,1,1,1,0,Pounds,0
327113,SELENIUM,1,1,1,0,Pounds,0
327113,ZINC COMPOUNDS,0,1,1,0,Pounds,0
326150,DIISOCYANATES,1,0,0,0,Pounds,0
326150,"TOLUENE-2,4-DIISOCYANATE",1,0,0,1,Pounds,0
326150,"TOLUENE-2,6-DIISOCYANATE",0,0,0,1,Pounds,0
327310,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,0
327310,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
327310,MANGANESE COMPOUNDS,1,1,1,0,Pounds,0
327310,NICKEL COMPOUNDS,1,1,1,0,Pounds,0
331419,CADMIUM,1,1,1,1,Pounds,0
331419,COPPER,0,1,1,0,Pounds,0
331419,MANGANESE,1,1,1,0,Pounds,0
331419,NICKEL,1,1,1,1,Pounds,0
325199,ZINC COMPOUNDS,0,1,1,0,Pounds,250946
332112,CHROMIUM,1,1,1,1,Pounds,0
332112,COBALT,1,1,1,1,Pounds,0
332112,COPPER,0,1,1,0,Pounds,0
332112,NICKEL,1,1,1,1,Pounds,0
311930,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
327999,ALUMINUM (FUME OR DUST),0,1,4,0,Pounds,295
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.001
424710,TOLUENE,1,0,0,0,Pounds,695.05
332919,COPPER,0,1,1,0,Pounds,28
332919,LEAD COMPOUNDS,1,1,1,0,Pounds,124.51
336322,LEAD,1,1,1,1,Pounds,0
336412,NICKEL,1,1,1,1,Pounds,515
322222,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,6579
336399,TETRABROMOBISPHE0L A,0,0,0,1,Pounds,2.3
327310,MANGANESE,1,1,1,0,Pounds,0
325199,ACETALDEHYDE,1,0,0,1,Pounds,0
334413,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,1200
331419,LEAD COMPOUNDS,1,1,1,0,Pounds,75.91
326199,STYRENE,1,0,0,1,Pounds,4658
325510,DIBUTYL PHTHALATE,1,0,0,0,Pounds,0
332211,LEAD,1,1,1,1,Pounds,0
332211,MANGANESE,1,1,1,0,Pounds,0
332211,NICKEL,1,1,1,1,Pounds,0
312120,AMMONIA,0,0,0,0,Pounds,17345
311511,NITRIC ACID,0,0,0,0,Pounds,0
311511,SODIUM NITRITE,0,1,2,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,10.9313
325510,TOLUENE,1,0,0,0,Pounds,5
325510,TOLUENE,1,0,0,0,Pounds,5
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,135
335929,LEAD,1,1,1,1,Pounds,0
331492,COPPER,0,1,1,0,Pounds,16.5
311411,AMMONIA,0,0,0,0,Pounds,10795
325199,3-IODO-2-PROPYNYL BUTYLCARBAMATE,0,0,0,0,Pounds,101
325199,CHLORINE,1,0,0,0,Pounds,1011
334413,NITRIC ACID,0,0,0,0,Pounds,2500
322222,N-HEXANE,1,0,0,0,Pounds,256
324199,LEAD COMPOUNDS,1,1,1,0,Pounds,0.12
324199,STYRENE,1,0,0,1,Pounds,0
325188,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
325998,PHE0L,1,0,0,0,Pounds,0
316110,N-BUTYL ALCOHOL,0,0,0,0,Pounds,505
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,24.23
424710,NAPHTHALENE,1,0,0,0,Pounds,5
331221,MANGANESE,1,1,1,0,Pounds,734
326130,STYRENE,1,0,0,1,Pounds,250
928110,COPPER,0,1,1,0,Pounds,0
335312,LEAD,1,1,1,1,Pounds,0
322121,LEAD,1,1,1,1,Pounds,1
334413,HYDROGEN FLUORIDE,1,0,0,0,Pounds,800
311513,CHLORINE,1,0,0,0,Pounds,0
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
424690,AMMONIA,0,0,0,0,Pounds,0
424690,DIETHANOLAMINE,1,0,0,0,Pounds,0
424690,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
424690,ZINC COMPOUNDS,0,1,1,0,Pounds,0
325620,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,28352
424710,ETHYLBENZENE,1,0,0,0,Pounds,82.01
332813,NITRIC ACID,0,0,0,0,Pounds,3220
424690,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424690,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
424690,METHANOL,1,0,0,0,Pounds,0
424690,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,0
424690,N-BUTYL ALCOHOL,0,0,0,0,Pounds,0
424690,TETRACHLOROETHYLENE,1,0,0,1,Pounds,0
424690,TOLUENE,1,0,0,0,Pounds,0
424690,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424690,N-HEXANE,1,0,0,0,Pounds,0
424690,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,0
332117,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,5
332313,CHROMIUM,1,1,1,1,Pounds,1
326199,LEAD,1,1,1,1,Pounds,2.15
332313,MANGANESE,1,1,1,0,Pounds,8
331524,ALUMINUM (FUME OR DUST),0,1,4,0,Pounds,0
325193,CYCLOHEXANE,0,0,0,0,Pounds,0
325193,FORMALDEHYDE,1,0,0,1,Pounds,2181.49
325188,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,16
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,559.11
424710,ETHYLBENZENE,1,0,0,0,Pounds,30.97
327310,MERCURY COMPOUNDS,1,1,1,0,Pounds,144.800044
325211,PHE0L,1,0,0,0,Pounds,40164
326113,TOLUENE,1,0,0,0,Pounds,2945
332813,COPPER COMPOUNDS,0,1,1,0,Pounds,0
562112,LEAD,1,1,1,1,Pounds,0
327992,P-CRESOL,1,0,0,0,Pounds,12.48
325211,AMMONIA,0,0,0,0,Pounds,379
336399,LEAD,1,1,1,1,Pounds,1.293
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,536
325199,N-BUTYL ALCOHOL,0,0,0,0,Pounds,112
327992,TRICHLOROETHYLENE,1,0,0,1,Pounds,5.57
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,4335
332999,LEAD,1,1,1,1,Pounds,11.73
325188,AMMONIA,0,0,0,0,Pounds,138
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,292
324199,BENZENE,1,0,0,1,Pounds,6754
424710,TOLUENE,1,0,0,0,Pounds,960
334413,NITRIC ACID,0,0,0,0,Pounds,1800
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,1939
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,10.69
332117,COPPER,0,1,1,0,Pounds,5
336322,LEAD,1,1,1,1,Pounds,6
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,11705
327320,LEAD,1,1,1,1,Pounds,0.12
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,433
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.8856
326299,LEAD COMPOUNDS,1,1,1,0,Pounds,0
311513,NITRIC ACID,0,0,0,0,Pounds,10
336399,DIISOCYANATES,1,0,0,0,Pounds,2.2
325199,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
562920,COPPER,0,1,1,0,Pounds,0
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0
331491,COPPER,0,1,1,0,Pounds,9.12
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,630.12
321999,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,504
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
331221,NITRIC ACID,0,0,0,0,Pounds,346
327310,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,55162
337127,CHROMIUM,1,1,1,1,Pounds,10
322121,ANTIMONY,1,1,1,0,Pounds,997
327999,TOLUENE,1,0,0,0,Pounds,3554.06
325992,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,1226
327992,ACETONITRILE,1,0,0,0,Pounds,37.4
327992,METHANOL,1,0,0,0,Pounds,830.9
322121,ZINC COMPOUNDS,0,1,1,0,Pounds,2716
325188,SODIUM NITRITE,0,1,2,0,Pounds,8631.63
424710,N-HEXANE,1,0,0,0,Pounds,1535
332813,NITRIC ACID,0,0,0,0,Pounds,0
541380,TETRACHLOROETHYLENE,1,0,0,1,Pounds,11175
331421,COPPER,0,1,1,0,Pounds,3171
212231,CYANIDE COMPOUNDS,1,0,0,0,Pounds,38
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,206.073
335931,ZINC COMPOUNDS,0,1,1,0,Pounds,183635
221112,VANADIUM COMPOUNDS,0,1,1,0,Pounds,13518
336350,MANGANESE,1,1,1,0,Pounds,6100
325992,MERCURY COMPOUNDS,1,1,1,0,Pounds,27.6
327999,HYDROGEN FLUORIDE,1,0,0,0,Pounds,30
333415,CHLORODIFLUOROMETHANE,0,0,0,0,Pounds,500
333911,CHROMIUM,1,1,1,1,Pounds,137
562112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
325211,METHANOL,1,0,0,0,Pounds,3559
325211,PHE0L,1,0,0,0,Pounds,11802
325211,TRIETHYLAMINE,1,0,0,0,Pounds,10
325211,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,634
326199,METHYL METHACRYLATE,1,0,0,0,Pounds,216
326199,STYRENE,1,0,0,1,Pounds,5559
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.1
332811,AMMONIA,0,0,0,0,Pounds,949.82
313230,DECABROMODIPHENYL OXIDE,0,0,0,0,Pounds,6281
325181,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.42069
325181,HEXACHLOROCYCLOPENTADIENE,1,0,0,0,Pounds,327
325181,LEAD COMPOUNDS,1,1,1,0,Pounds,62.4998
335929,ANTIMONY COMPOUNDS,1,1,1,0,Pounds,0
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.03
424710,N-HEXANE,1,0,0,0,Pounds,1
424710,N-HEXANE,1,0,0,0,Pounds,919
424710,NAPHTHALENE,1,0,0,0,Pounds,25
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.08
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.05175
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.39
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,634
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,142
424690,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,74
424690,ETHYLENE GLYCOL,1,0,0,0,Pounds,2
424690,METHANOL,1,0,0,0,Pounds,697
311512,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
322121,ANTIMONY,1,1,1,0,Pounds,3888
325412,TOLUENE,1,0,0,0,Pounds,15.08
326220,DI(2-ETHYLHEXYL) PHTHALATE,1,0,0,1,Pounds,1991
311612,NITRIC ACID,0,0,0,0,Pounds,0
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.939
327310,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,350000
326220,TOLUENE,1,0,0,0,Pounds,6705
326220,ZINC COMPOUNDS,0,1,1,0,Pounds,1813
424710,ETHYLBENZENE,1,0,0,0,Pounds,67
336413,MANGANESE,1,1,1,0,Pounds,0
562211,CHROMIUM,1,1,1,1,Pounds,14525.3
562211,COPPER COMPOUNDS,0,1,1,0,Pounds,158406.5
562211,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,2.241
332994,CHROMIUM,1,1,1,1,Pounds,184
332994,COPPER,0,1,1,0,Pounds,401
