Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,5.2 Stack Air,On-site Release Total,Off-Site Release Total,Total Releases
332112,COBALT,YES,YES,YES,Pounds,2,2,0,2
332112,COPPER,NO,YES,NO,Pounds,1,1,0,1
332112,MANGANESE,YES,YES,NO,Pounds,0,0,0,0
326199,STYRENE,YES,NO,YES,Pounds,5932,5932,0,5932
326199,DIISOCYANATES,YES,NO,NO,Pounds,345,345,0,345
326199,TOLUENE,YES,NO,NO,Pounds,10317,10317,0,10317
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,169918,169918,0,169918
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.00471,0.006121,0,0.006121
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.154261,1.072216,0,1.072216
332999,COPPER,NO,YES,NO,Pounds,0,1,0,1
326299,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
326299,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,3594,3594
326299,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
332431,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,61557,84532,0,84532
327320,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
332112,NICKEL,YES,YES,YES,Pounds,225,225,0,226
334414,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
332431,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,0,4,0,4
332431,LEAD,YES,YES,YES,Pounds,0,0,1.1,2.2
332431,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,0,103,0,103
325199,FORMALDEHYDE,YES,NO,YES,Pounds,1819,3187,0,3187
331419,COPPER,NO,YES,NO,Pounds,0,105,0,105
336413,LEAD,YES,YES,YES,Pounds,0.4,0.57,171,171.59
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.03,0.03,0,0.03
221112,NAPHTHALENE,YES,NO,NO,Pounds,6,6,0,6
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.1,0.1,0,0.1
611310,COPPER,NO,YES,NO,Pounds,0,48426,0,48426
611310,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,34554.3,400,34954.3
314992,FORMALDEHYDE,YES,NO,YES,Pounds,2937.26,2942.26,0,2942.26
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.28,0.28,0,0.28
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.06,0.06,0,0.06
331521,COPPER,NO,YES,NO,Pounds,0,0,0,0
331524,ALUMINUM (FUME OR DUST),NO,YES,NO,Pounds,0,0,0,0
324121,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,280,280,0,280
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.015,0.015,0,0.015
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.019,0.019,0,0.019
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.51,0.51,0,0.51
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.008,0.008,0,0.008
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.2,0.2,0,0.2
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,47,148.04,0,148.04
424710,BENZENE,YES,NO,YES,Pounds,1240,1283.02,0,1283.02
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0.001,0,0.001
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0.0007,0.0007
424710,N-HEXANE,YES,NO,NO,Pounds,1584,1619.02,0,1619.02
424710,NAPHTHALENE,YES,NO,NO,Pounds,17,32.01,0,32.01
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0.01,0,0.01
325620,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,65.63,270.27,21641,21911.27
327910,PHENOL,YES,NO,NO,Pounds,2988,4722,0,4722
334510,DI(2-ETHYLHEXYL) PHTHALATE,YES,NO,YES,Pounds,33,33,0,33
424710,BENZENE,YES,NO,YES,Pounds,15.66,19.68,0,19.68
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,12.27,20.29,0,20.29
424710,N-HEXANE,YES,NO,NO,Pounds,20,34.41,0,34.41
424710,NAPHTHALENE,YES,NO,NO,Pounds,0.1,0.51,0,0.51
424710,TOLUENE,YES,NO,NO,Pounds,16.92,78.94,0,78.94
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,35,100.02,0,100.02
332117,CHROMIUM,YES,YES,YES,Pounds,5,5,842,847
332117,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,0,0,2785,2785
332117,COBALT,YES,YES,YES,Pounds,10,10,1684,1694
335931,COPPER,NO,YES,NO,Pounds,0,0,92,98
335931,LEAD,YES,YES,YES,Pounds,0,0,5,5
332322,CHROMIUM,YES,YES,YES,Pounds,250,255,250,505
334412,FORMALDEHYDE,YES,NO,YES,Pounds,123.8,123.8,5.6,129.4
334412,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,4218,4478,0,4478
327999,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,21,42,0,42
327999,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
335931,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
332919,LEAD COMPOUNDS,YES,YES,NO,Pounds,6.15,9.06,120.53,129.59
332919,COPPER,NO,YES,NO,Pounds,22,32,20,52
311511,SODIUM NITRITE,NO,YES,NO,Pounds,0,0,0,0
334412,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.03,0.031,36,66.031
334412,NICKEL COMPOUNDS,YES,YES,NO,Pounds,5,5,5.1,309.1
334412,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,597.7,597.7
334412,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,39.41,39.41,0,39.41
337127,LEAD,YES,YES,YES,Pounds,0,0,0.1,0.1
337127,NICKEL,YES,YES,YES,Pounds,0,0,5,5
322222,N-HEXANE,YES,NO,NO,Pounds,124,170,0,170
322222,TOLUENE,YES,NO,NO,Pounds,8414,10113,0,10113
322222,VINYL ACETATE,YES,NO,YES,Pounds,273,319,0,319
332813,NITRIC ACID,NO,NO,NO,Pounds,300,300,0,300
325193,ACROLEIN,YES,NO,NO,Pounds,2800,2800,0,2800
325193,ACETALDEHYDE,YES,NO,YES,Pounds,3400,3400,0,3400
326220,DI(2-ETHYLHEXYL) PHTHALATE,YES,NO,YES,Pounds,1911,1911,0,1911
326220,ZINC COMPOUNDS,NO,YES,NO,Pounds,2332,2332,225,2557
562112,LEAD,YES,YES,YES,Pounds,0,0,0,0
221112,BARIUM COMPOUNDS,NO,YES,NO,Pounds,1100,34100,95,34195
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,36,438,0,438
424710,BENZENE,YES,NO,YES,Pounds,368,444,0,444
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.14,0.16,0.01,0.17
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,15,0,15
424710,TOLUENE,YES,NO,NO,Pounds,568,854,0,854
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,230,3286,0,3286
334290,LEAD,YES,YES,YES,Pounds,4.7,4.7,54.2,58.9
325193,FORMALDEHYDE,YES,NO,YES,Pounds,520,520,0,520
325620,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
562112,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
562112,ETHYLENE GLYCOL,YES,NO,NO,Pounds,10.25,41.5,0,41.5
562112,LEAD,YES,YES,YES,Pounds,0,0,0,0
562112,METHANOL,YES,NO,NO,Pounds,1096.5,1134,0,1134
562112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
562112,ETHYLENE GLYCOL,YES,NO,NO,Pounds,9,27,0,27
562112,LEAD,YES,YES,YES,Pounds,0,0,0,0
221112,COPPER COMPOUNDS,NO,YES,NO,Pounds,780,25781,69,25850
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.4,0.4,0,0.4
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,840000,840000,0,840000
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,100000,100000,0,100000
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,293.4,9627.4,26.2,9653.6
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,340,30432,79,30511
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,58,145.3,0.3,145.6
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1,1,0,1
333513,DIISOCYANATES,YES,NO,NO,Pounds,0,0,0,0
327420,MERCURY,YES,YES,NO,Pounds,0.09,0.09,0,0.09
339991,LEAD,YES,YES,YES,Pounds,0,1,0,1
322130,LEAD,YES,YES,YES,Pounds,0,0,1308.9,1362.37
322130,POTASSIUM DIMETHYLDITHIOCARBAMATE,NO,NO,NO,Pounds,0,0,0,0
331421,LEAD COMPOUNDS,YES,YES,NO,Pounds,27.9,33.8,4.02,37.82
327310,AMMONIA,NO,NO,NO,Pounds,71000,71000,0,71000
928110,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.1,0.1,0,0.1
928110,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,42387.6,22000,64387.6
311919,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
323110,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,370,7570,0,7570
323110,ETHYLENE GLYCOL,YES,NO,NO,Pounds,300,6300,0,6300
311511,NITRIC ACID,NO,NO,NO,Pounds,0,1.26,0,1.26
325188,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
326299,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
335929,LEAD,YES,YES,YES,Pounds,0,0,0,0
323110,NITRIC ACID,NO,NO,NO,Pounds,2853,2858,0,2858
336350,COPPER,NO,YES,NO,Pounds,0,0,0,0
336350,MANGANESE,YES,YES,NO,Pounds,0,0,1522,1535
336350,NICKEL,YES,YES,YES,Pounds,0,0,2291,2298
331492,NICKEL,YES,YES,YES,Pounds,0,2.7,0,2.7
331492,NITRIC ACID,NO,NO,NO,Pounds,0,13.5,0,13.5
336350,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
325510,TOLUENE,YES,NO,NO,Pounds,0,970,0,970
424710,ETHYLBENZENE,YES,NO,NO,Pounds,19,32.2,0,32.2
334220,LEAD,YES,YES,YES,Pounds,0.33,0.358,0.017,0.382
325998,PHENOL,YES,NO,NO,Pounds,0,0,0,0
321114,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
334419,ZINC COMPOUNDS,NO,YES,NO,Pounds,250,505,5964.8,6719.8
334412,ETHYLENE GLYCOL,YES,NO,NO,Pounds,6,32,0,32
334412,METHANOL,YES,NO,NO,Pounds,2179,3267,0,3267
333512,LEAD,YES,YES,YES,Pounds,0,0,0.806,0.806
316110,AMMONIA,NO,NO,NO,Pounds,0,750,0,750
316110,FORMIC ACID,NO,NO,NO,Pounds,0,0,0,0
325211,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,401,651,0,651
332431,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,34000,40700,0,40700
332431,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,33000,40200,0,40200
332431,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,0,0,0,0
332992,MANGANESE,YES,YES,NO,Pounds,0,0,40,1876
335929,ANTIMONY COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
335929,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
332431,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,97,123,0,123
332431,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,0,0,0,0
335999,BENZOYL PEROXIDE,NO,NO,NO,Pounds,0,0,0,0
335999,BUTYL ACRYLATE,NO,NO,NO,Pounds,750,1500,0,1500
335999,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
326199,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,3595,3600,0,3600
325612,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
325211,CARBON DISULFIDE,YES,NO,NO,Pounds,374000,390000,469,390469
331522,ANTIMONY,YES,YES,NO,Pounds,0,0,0,0
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1.3545,1.3545,0,1.3545
327910,PHENOL,YES,NO,NO,Pounds,0,0,0,0
325510,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
212231,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,26,0,26
212231,CYANIDE COMPOUNDS,YES,NO,NO,Pounds,0,26,0,26
331316,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,3959,3973,0,3973
325612,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
334419,LEAD,YES,YES,YES,Pounds,0,0.3,0,0.3
332999,METHANOL,YES,NO,NO,Pounds,9012,9012,0,9012
424710,BENZENE,YES,NO,YES,Pounds,49.85,52.6,0,52.6
424710,TOLUENE,YES,NO,NO,Pounds,1441.46,1444.46,0,1444.46
311119,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
311119,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
311119,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
322130,LEAD,YES,YES,YES,Pounds,0,0,73.48,73.92
325188,CHLORINE,YES,NO,NO,Pounds,1213,1218,0,1218
325611,FORMALDEHYDE,YES,NO,YES,Pounds,0,1288,0,1288
311119,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
311119,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
311119,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
311119,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
326199,STYRENE,YES,NO,YES,Pounds,0,4001,0,4001
325611,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
325611,DIBUTYL PHTHALATE,YES,NO,NO,Pounds,0,0,0,0
325611,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
325611,SODIUM NITRITE,NO,YES,NO,Pounds,0,0,0,0
424710,MERCURY COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,25,33,1,34
332312,MANGANESE,YES,YES,NO,Pounds,0,0,0,0
311512,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
311513,AMMONIA,NO,NO,NO,Pounds,5,10,0,10
336312,LEAD,YES,YES,YES,Pounds,0,0,5,5
332999,LEAD,YES,YES,YES,Pounds,0,0,0,0
334511,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.846,8.937,767.50164,777.63164
322121,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
326150,"TOLUENE-2,4-DIISOCYANATE",YES,NO,YES,Pounds,0,0,0,0
326150,"TOLUENE-2,6-DIISOCYANATE",NO,NO,YES,Pounds,0,0,0,0
336413,COPPER,NO,YES,NO,Pounds,5,23,0,51
334417,CYANIDE COMPOUNDS,YES,NO,NO,Pounds,1306,1324,218,1542
334417,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,4477,4727,0,4727
334417,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,6308,6558,0,6558
325211,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,49,68,0,68
325211,FORMALDEHYDE,YES,NO,YES,Pounds,446,3183,579,3762
325211,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,1,2,0,2
325211,P-CRESOL,YES,NO,NO,Pounds,6,6,0,6
331492,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,12917,13529,0,13529
331492,SILVER,NO,YES,NO,Pounds,0,0,0,0
332994,CHROMIUM,YES,YES,YES,Pounds,0,1,133,176
332994,MANGANESE,YES,YES,NO,Pounds,0,36,803,884
325992,DICHLOROMETHANE,YES,NO,YES,Pounds,84772,96881,2278,99159
325992,DIMETHYLAMINE,NO,NO,NO,Pounds,0,0,257,257
325992,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,718109,718109,0,718109
325992,LEAD COMPOUNDS,YES,YES,NO,Pounds,87.3,394.3,9005.8,9400.1
325992,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,204,711,244,955
325510,ZINC (FUME OR DUST),NO,YES,NO,Pounds,2,33,0,33
332313,CHROMIUM,YES,YES,YES,Pounds,0,0,1,1
332313,NICKEL,YES,YES,YES,Pounds,0,4,1,5
336370,LEAD,YES,YES,YES,Pounds,0,0.2,0,0.2
325193,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
325193,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
336399,COPPER,NO,YES,NO,Pounds,0,2.67,13.36,16.03
325211,"2,4-DIMETHYLPHENOL",NO,NO,NO,Pounds,250,505,0,505
322121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
336322,LEAD,YES,YES,YES,Pounds,15.3,15.3,0,15.3
333911,CHROMIUM,YES,YES,YES,Pounds,0,0,36,36
333911,COPPER,NO,YES,NO,Pounds,0,0,36,36
424690,FORMALDEHYDE,YES,NO,YES,Pounds,0,0,0,0
424690,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,0,0,0,0
424690,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424690,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
424690,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,0,32,0,32
424690,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
325199,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,0,0,0,0
325199,PHTHALIC ANHYDRIDE,YES,NO,NO,Pounds,0,0,0,0
321114,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
325320,DAZOMET,NO,NO,NO,Pounds,0,0,0,0
322121,DECABROMODIPHENYL OXIDE,NO,NO,NO,Pounds,0,350,769,1119
325510,METHANOL,YES,NO,NO,Pounds,0,5,0,5
325510,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,5,0,5
424710,NAPHTHALENE,YES,NO,NO,Pounds,1,8,5,13
424710,TOLUENE,YES,NO,NO,Pounds,261,636,69,705
311511,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
327212,LEAD,YES,YES,YES,Pounds,12.1,12.1,168,180.1
424690,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
221112,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,3.89,3.89,0,3.89
331221,CHROMIUM,YES,YES,YES,Pounds,98,98,5555,5903
331221,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
424690,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424690,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
424690,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424690,M-XYLENE,YES,NO,NO,Pounds,0,0,0,0
424690,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,0,0,0,0
424690,TRICHLOROETHYLENE,YES,NO,YES,Pounds,0,0,0,0
424690,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
324199,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,29,458,0,458
339112,COPPER,NO,YES,NO,Pounds,0,0,0,0
332410,CHROMIUM,YES,YES,YES,Pounds,1.28,19.01,87.48,117.24
331421,COPPER,NO,YES,NO,Pounds,0,0,3544,3544
321114,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
327310,LEAD COMPOUNDS,YES,YES,NO,Pounds,73.9,75.9,0,75.9
424690,CHLOROTRIFLUOROMETHANE,NO,NO,NO,Pounds,0,1335,0,1335
326299,THIRAM,NO,NO,NO,Pounds,0,0,0,0
326299,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
922140,LEAD,YES,YES,YES,Pounds,0,1961.8,0,1961.8
325412,DICHLOROMETHANE,YES,NO,YES,Pounds,2228,2264,0,2264
326199,STYRENE,YES,NO,YES,Pounds,4493,5991,0,5991
332912,COPPER,NO,YES,NO,Pounds,0,0,103.45,103.45
332912,NICKEL,YES,YES,YES,Pounds,0,0,26.1,26.1
311111,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
311111,PROPYLENE,NO,NO,NO,Pounds,0,0,0,0
311111,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
424690,M-XYLENE,YES,NO,NO,Pounds,0,0,0,0
424690,TRICHLOROETHYLENE,YES,NO,YES,Pounds,0,0,0,0
332510,COPPER,NO,YES,NO,Pounds,0,0,0,1271
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,28.95,41.27,0,41.27
334414,BARIUM COMPOUNDS,NO,YES,NO,Pounds,0,0.4,26061.26,26078.56
332813,NICKEL COMPOUNDS,YES,YES,NO,Pounds,250,500,5870,6620
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
325181,ASBESTOS (FRIABLE),YES,YES,YES,Pounds,0,0,0,0
313320,TOLUENE,YES,NO,NO,Pounds,959,1204,0,1204
332322,CHROMIUM,YES,YES,YES,Pounds,0,250,500,750
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,METHYL TERT-BUTYL ETHER,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
331492,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
332410,TRICHLOROETHYLENE,YES,NO,YES,Pounds,10408,10408,0,10408
336510,LEAD,YES,YES,YES,Pounds,0,0,2.4,4.2
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,5,10,0,10
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,1246,1433.87,0,1433.87
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
424710,METHYL TERT-BUTYL ETHER,YES,NO,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,0,0,0,0
327320,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
331491,NICKEL,YES,YES,YES,Pounds,250,250,2025,2275
327999,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0.08,0.12,0,0.12
327999,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,1089,1676,0,1676
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,0,0,0,0
